ID,GioiTinh,KhuVuc,ThuNhap,FIT1,FIT2,FIT3,FIT4,CAR1,CAR2,CAR3,CAR4,REP1,REP2,REP3,REP4,COS1,COS2,COS3,COS4,SOC1,SOC2,SOC3,SOC4,COM1,COM2,COM3,COM4,LOC1,LOC2,LOC3,LOC4,DEC1,DEC2,DEC3,DEC4
382,2,1,2,4,4,4,3,5,4,4,4,4,5,4,5,3,3,3,3,4,4,4,3,4,3,3,3,3,5,4,3,4,4,4,3
383,2,1,2,4,4,3,4,4,4,3,3,4,4,3,3,5,4,4,5,3,3,3,3,4,4,3,4,3,5,4,4,3,3,4,4
384,2,1,2,4,4,4,5,4,4,4,4,5,5,5,5,3,3,3,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,5,4
385,2,1,2,4,3,4,4,5,5,4,4,3,3,3,3,4,4,4,4,3,2,3,3,4,3,5,5,3,4,4,4,4,4,4,4
386,2,1,2,4,4,3,5,5,4,4,4,5,5,5,5,4,5,3,4,4,5,5,4,3,3,4,3,3,4,3,3,4,4,4,4
387,2,1,2,4,4,4,4,5,5,5,4,4,5,5,4,4,4,4,3,2,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4
388,2,1,2,4,3,4,4,5,5,5,5,4,4,4,4,3,3,3,3,3,4,3,3,5,4,4,4,5,4,4,4,4,4,5,4
389,2,1,2,3,3,4,3,5,4,3,4,3,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,2,2,3,3,3,3
390,2,1,2,3,3,4,4,4,3,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4
391,2,1,2,4,4,4,4,4,4,5,5,4,4,3,4,4,4,4,3,3,3,3,4,4,3,4,4,3,3,2,3,4,4,4,5
392,2,1,2,3,3,4,4,5,3,4,4,4,3,5,3,4,4,4,4,3,3,4,4,3,4,3,3,3,4,4,3,4,4,4,5
393,2,1,2,4,5,4,3,3,4,3,3,5,4,3,5,3,3,3,3,2,4,3,4,4,5,4,4,4,4,4,4,3,3,4,3
394,2,1,2,4,4,3,4,5,5,5,5,3,4,3,4,4,3,3,4,4,3,3,3,4,4,4,5,3,4,4,4,5,4,3,5
395,2,1,2,4,4,4,4,3,4,3,4,4,4,4,4,4,4,5,4,3,2,3,3,4,5,5,4,5,5,4,5,4,4,4,4
396,2,1,2,5,5,5,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,2,4,5,4,4,3,3,3,4,4,4,4,5
397,2,1,2,4,4,4,4,5,5,5,5,4,4,4,4,3,3,4,3,4,4,4,4,5,4,4,5,4,4,3,3,4,4,4,3
398,2,1,2,4,4,4,3,4,5,5,5,4,3,5,4,3,3,3,4,3,4,3,3,4,3,4,4,3,4,4,4,5,5,5,5
399,2,1,2,5,4,4,4,5,4,4,5,4,5,4,5,3,3,3,4,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4
400,2,1,3,4,4,5,4,4,4,4,4,2,2,1,3,3,3,3,4,3,4,5,3,4,3,5,4,4,4,5,3,3,3,3,3
401,2,1,3,4,5,5,4,5,4,5,4,3,3,3,3,3,3,3,4,3,3,3,3,4,4,5,4,4,5,5,5,4,4,4,4
402,2,1,3,4,4,4,4,4,4,3,4,5,3,4,4,4,4,3,3,3,3,3,4,3,4,3,4,4,4,5,3,3,4,4,3
403,2,1,3,4,3,4,3,4,5,4,4,5,5,4,5,3,3,3,4,4,4,4,4,3,3,4,3,3,4,3,2,3,3,3,3
404,2,1,3,3,4,3,4,4,4,4,5,4,4,4,3,3,3,3,3,5,5,4,5,4,4,4,4,4,3,5,5,5,4,4,4
405,2,1,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,4,4,4,3
406,2,1,3,4,4,4,4,5,5,4,5,3,3,4,3,4,3,4,3,4,4,3,4,3,3,4,4,4,3,4,3,4,4,4,4
407,2,1,3,4,4,4,5,3,4,4,4,4,3,4,3,3,3,2,3,3,3,4,4,4,4,3,3,5,4,4,4,4,4,4,4
408,2,1,3,3,4,3,4,5,5,4,5,4,5,5,5,4,5,4,4,3,3,4,4,4,4,4,3,5,4,4,5,5,4,5,5
409,2,1,3,5,4,5,4,5,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4
410,2,1,3,4,5,4,4,3,3,4,3,4,4,3,4,3,3,3,3,4,4,5,4,3,4,3,3,4,4,3,4,4,3,3,4
411,2,1,3,5,5,4,4,5,4,5,5,4,4,4,4,5,5,5,4,4,3,3,3,3,3,4,4,4,3,3,4,5,5,5,5
412,2,1,3,3,3,3,4,4,4,4,4,2,3,3,3,3,3,4,3,3,4,4,4,3,3,3,2,5,5,5,5,3,3,3,2
413,2,1,3,4,3,4,3,4,4,4,4,5,5,5,5,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4
414,2,1,3,4,4,4,4,4,4,4,3,5,4,5,4,4,4,5,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4,4,4
415,2,1,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,5,4,5,5,4,4,4,4,4,4,4,4
416,2,1,3,5,4,3,4,3,4,3,3,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3,5,5,5,5,4,4,4,4
417,2,1,3,3,3,3,3,4,4,4,5,4,4,4,5,4,4,4,4,4,3,3,3,4,3,4,4,5,5,5,4,4,4,5,5
418,2,1,3,3,4,3,2,5,4,4,4,5,4,4,4,4,4,4,4,2,3,3,2,3,3,4,3,4,4,5,5,4,3,4,4
419,2,1,3,5,4,4,5,4,4,5,5,3,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3
420,2,1,3,4,4,4,4,4,4,3,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5
421,2,1,3,5,4,4,5,4,4,5,5,4,4,4,4,3,4,4,4,3,4,3,3,2,2,3,2,4,4,3,4,3,3,4,4
422,2,1,3,4,4,5,4,4,4,5,4,3,3,4,3,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4
423,2,1,3,4,4,4,4,4,5,5,5,4,4,4,4,3,4,3,3,3,3,3,3,5,4,4,5,5,4,5,5,5,4,3,4
424,2,1,3,5,5,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,5,4
425,2,1,3,5,5,4,5,4,4,4,5,4,4,4,4,4,4,5,3,5,5,5,4,3,4,4,4,4,5,3,4,4,4,4,4
426,2,1,3,3,4,3,4,3,4,4,5,4,4,4,4,4,5,4,4,4,4,5,5,3,4,4,3,3,3,3,4,4,4,4,4
427,2,1,3,5,4,5,5,5,5,3,4,5,5,4,5,4,5,5,4,3,2,3,3,3,3,2,3,4,4,4,4,5,5,4,5
428,2,1,3,4,3,3,3,5,5,5,5,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,5,4,4,4,4
429,2,1,3,4,5,4,4,3,3,3,3,3,3,3,3,4,4,4,5,3,3,4,4,4,5,4,4,3,4,4,5,4,4,4,4
430,2,1,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,3,3,4,3,4,3,4,4,4,4,4
431,2,1,3,4,4,4,4,5,5,5,5,4,4,3,3,5,4,5,5,3,3,3,3,4,4,4,4,4,5,4,4,4,5,5,4
432,2,1,3,5,5,4,4,4,3,4,4,4,3,4,4,3,4,3,3,3,4,4,3,4,4,4,4,3,3,3,4,3,4,3,4
433,2,1,3,4,3,4,4,4,5,4,4,4,5,5,5,3,3,4,4,3,3,3,3,3,4,3,3,5,5,5,4,4,4,5,4
434,2,1,3,4,4,3,3,5,5,4,5,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
435,2,1,3,5,4,4,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,3,3,3,3,4,4,5,5
436,2,1,3,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,3,3,4,5,3,3,3,3,5,3,4,4,4,4,4,5
437,2,1,3,5,4,4,4,4,5,4,5,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,2,3,4,5,4,4,5
438,2,1,3,5,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,5,4,5,4,4,3,3,5,4,5,5,4,4,3,4
439,2,1,3,4,4,4,4,5,4,5,5,5,5,5,4,5,5,4,4,5,5,5,4,3,3,4,4,4,4,4,3,4,4,4,4
440,2,1,3,4,4,4,5,4,4,3,3,4,4,3,4,4,5,4,5,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,3
441,2,1,3,3,2,3,3,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4
442,2,1,3,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3
443,2,1,3,4,5,4,4,5,4,4,5,5,5,5,5,4,5,5,4,3,3,3,3,4,3,3,4,5,5,4,5,4,5,5,4
444,2,1,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,3,3,4,4,4,3,4,5,4,4
445,2,1,3,3,3,3,3,5,5,5,5,3,4,4,4,2,3,4,3,3,3,3,2,3,3,2,3,4,4,4,4,3,3,4,3
446,2,1,3,3,3,3,4,4,5,4,4,3,3,3,3,3,4,4,3,4,4,5,4,4,4,4,4,3,4,3,2,3,3,3,3
447,2,1,3,4,4,4,4,5,4,5,5,3,3,3,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
448,2,1,3,4,4,4,4,5,4,5,5,4,5,5,4,3,4,4,4,3,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4
449,2,1,3,4,4,4,5,4,3,3,4,5,4,5,5,4,4,3,4,3,4,4,4,5,4,4,4,3,3,3,3,3,4,3,4
450,2,1,3,4,4,5,4,4,4,4,3,4,4,4,4,5,4,4,3,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3
451,2,1,3,5,5,3,5,5,5,5,4,5,4,4,4,4,4,4,5,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5
452,2,1,3,4,5,5,4,3,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,2,3,4,4,4,3,4,3,3,3,4,3
453,2,1,3,5,4,3,3,5,5,5,4,4,4,3,4,5,5,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4
454,2,1,3,3,4,3,4,4,5,5,5,4,4,4,4,3,3,3,3,5,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4
455,2,1,3,5,5,4,5,4,4,4,4,5,5,5,5,3,2,2,2,3,3,2,3,3,4,4,4,4,4,4,5,4,4,4,5
456,2,1,3,3,4,3,4,4,3,4,3,3,4,4,4,4,5,4,4,2,2,2,2,3,3,3,3,4,4,4,3,3,4,4,4
457,2,1,3,5,4,4,5,4,5,5,4,4,4,5,4,4,4,3,3,4,4,4,4,4,3,4,3,5,5,5,5,4,4,4,5
458,2,1,3,4,4,4,4,5,4,5,5,4,4,4,4,4,3,4,4,3,3,3,3,3,3,1,3,4,4,4,4,5,4,4,4
459,2,1,3,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,3,2,2,1,4,4,3,4,3,3,3,3,4,4,4,4
460,2,1,3,4,3,4,4,5,5,4,4,2,3,3,1,3,3,3,4,4,4,5,4,3,4,3,3,4,3,3,3,3,4,4,3
461,2,1,3,5,5,5,5,5,5,4,5,4,5,4,5,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4
462,2,1,3,4,4,4,4,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,3,3,4,3,4,3,3,3,5,4,4,5
463,2,1,3,4,4,5,4,4,4,4,5,4,5,4,5,3,3,3,3,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4
464,2,1,3,4,4,4,4,4,5,5,5,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,3,4,3,3,3,4,4,4,4
465,2,1,3,5,4,4,4,5,5,4,5,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4
466,2,1,3,5,5,5,4,5,5,5,5,4,5,5,3,4,4,3,4,4,5,4,4,4,4,4,4,3,3,4,3,4,4,4,4
467,2,1,3,4,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,3,3,4,4,4,5,5,4,3,3,4,4,4,4,4,5
468,2,1,3,4,3,4,4,4,5,4,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4
469,2,1,3,4,4,5,4,5,5,4,4,4,4,3,4,3,3,3,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4
470,2,1,3,4,4,4,5,4,3,4,4,3,4,3,4,4,4,4,4,3,2,3,4,3,3,4,4,5,4,4,5,4,4,4,4
471,2,1,3,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4
472,2,1,3,5,4,4,4,4,4,4,4,4,3,5,4,4,4,3,4,4,5,4,5,3,3,3,3,4,3,3,4,4,4,4,4
473,2,1,3,5,5,5,5,4,4,5,5,5,5,4,5,4,4,4,4,4,3,3,3,5,4,4,3,3,3,3,4,5,5,5,4
474,2,1,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,2,3,3,4,4,3,4,3,4,4,4,3,3,4,3
475,2,1,3,5,4,5,4,4,4,3,4,4,5,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,3,4
476,2,1,3,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,3,4,3,4,4
477,2,1,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,5,4,4,5
478,2,1,3,5,5,5,5,4,5,4,4,4,4,4,5,3,2,2,2,3,5,5,5,4,4,4,5,3,4,4,4,4,5,5,5
479,2,1,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,3,3,3,4,3,2,5,5,4,4,4,3,4,4
480,3,1,3,4,4,4,4,3,4,3,4,4,4,4,4,5,4,4,5,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,4
481,3,1,3,4,4,4,3,5,5,5,5,4,4,4,4,3,4,4,3,4,4,5,3,3,4,4,3,5,5,4,4,4,4,4,4
482,3,1,3,5,4,5,4,4,4,4,5,3,4,4,4,5,5,5,5,4,4,3,4,5,4,4,4,4,3,4,4,5,4,4,5
483,3,1,3,3,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,3,4,3,3,4,4,4,4,4
484,3,1,3,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,4,4
485,3,1,3,5,4,5,5,4,3,4,4,4,5,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3
486,3,1,3,4,4,5,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4
